USC00030832          43S    47S    39C    33C    26C    27C    29C    40C    34C    31C    42C    46C
USC00030936          41S    46S    36S    35S    27R    26S    25S    34S    25S    27S    38S    43S
USC00031102          38S    49S    34S    35S    21S    24S    25S    36S    26S    26S    39S    46S
USC00031132          44S    46S    37S    35S    28S    29S    35S    36S    34S    27S    44S    45S
USC00031140          40R    43R    30R    31R    22R    25R    21R    34R    31R    27R    35R    41R
USC00031152          38C    44S    31S    30C    22C    23C    22C    35C    30S    26S    37C    47C
USC00031191          40R    40R    34R    34R    24R    22R    23R    36R    24R    28R    36R    21R
USC00031442          44R    49R    34R    35R    28R    26R    25S    31S    28S    33S    37S    46S
USC00031455          41R    49R    35R    35R    27R    26R    25R    32R    27R    31R    46R    45R
USC00031459          41R    46R    33R    32R    26R    27R    24R    40R    30R    26R    40R    43R
USC00031596          38R    45R    36R    33S    23R    28R    32R    37R    31R    27R    43R    49R
USC00031632          44S    44S    36S    36S    27C    26C    24C    30C    30S    29C    43S    47S
USC00031730          37C    44C    33C    31S    21C    23C    20C    33S    26C    27C    36C    43C
USC00031838          39S    46S    33S    31S    22S    25S    27S    38S    29S    26S    39S    44S
USC00031900          39C    45C    37C    37C    22C    26C    25C    36C    27C    26C    41C    47C
USC00031948          38C    45C    31C    29C    23C    23C    26C    38C    33C    28S    38C    42C
USC00031962          39S    44S    33S    33S    24S    22S    21S    30S    26S    28S    36S    46S
USC00031968          43S    48S    35S    36S    28S    27S    25S    33S    24S    29S    38S    46S
USC00032148          41C    44C    32S    35S    24C    21S    22S    30C    26S    30C    37S    46C
USC00032355          39C    45S    31S    32S    21S    23S    19C    32C    25C    27C    38C    45S
USC00032356          48S    49S    40C    36S    27S    31C    28S    39C    36S    27R    45C    51S
USC00032366          43S    43S    37S    37S    29S    27S    20S    38S    33S    27S    44S    45S
USC00032444          44R    45R    33R    32R    25S    28R    22R    38R    33R    27R    43R    48R
USC00032540          34S    48S    29S    35S    32S    34S    24S    36S    28S    30S    38S    45S
USC00032794          45C    47C    37C    33C    26C    24C    26C    36C    32S    31C    46C    49C
USC00032930          46S    47S    36C    33C    25C    29C    24C    38C    32C    30C    42C    49C
USC00032962          40R    44R    35R    32R    24R    24R    25R    41R    31R    22R    41R    47R
USC00032978          43S    46S    33S    35S    26S    24S    26S    38S    29S    29S    42S    48S
USC00033242          40S    43C    35S    36C    26C    21S    22S    30S    24S    28S    35S    44S
USC00033428          39S    46C    31C    29S    23S    21S    24C    37C    30S    27S    36S    44S
USC00033466          38C    45C    32C    33C    28C    27C    33C    45C    33C    31C    37C    44S
USC00033544          46S    49S    33S    33S    26S    27S    28S    39S    34S    26S    40S    50S
USC00033734          45S    47S    36S    37S    31S    22S    24S    31S    29S    29S    42S    47S
USC00033821          48C    45C    37C    38S    30C    28C    22C    33C    30C    30C    42S    47C
USC00033862          43C    46C    32C    34C    22C    23C    24C    30C    26C    26C    38C    46C
USC00034106          44S    49S    38S    36S    27C    29C    26C    38S    33S    32S    44S    49C
USC00034134          38S    44S    36S    31S    25S    25S    24S    35R    29R    30R    41C    50S
USC00034185          38R    49R    32R    31R    29R    23R    28R    33R    28R    30R    36R    45R
USC00034548          38S    44S    29S    29S    23S    23S    25S    39S    31S    28S    36S    42S
USC00034562          37S    47S    33S    32S    23S    27S    22S    35S    30S    29S    36S    44S
USC00034572          46S    44S    38S    38S    26S    27S    24S    34S    29S    29S    46S    48C
USC00034638          41C    45C    33C    34C    25C    25C    23C    31S    28C    26C    36C    45C
